text,category
pakathana porra pongaluku engaloda aatatha th january k,Positive
petta parrraakkk mass  rajini sir,Positive
nega vunmai yana thala fan aaa iruntha  million views ku kondu poga papom,Positive
pink  looks like who thinks ,Positive
idhellam oru trailer ah mayiru madhiri iruku,Negative
i am a thalapathy fan but ending thala semmaiya irukaru bha,Positive
vera level of kollywood proud of you shankar sir,Positive
podura podura like ah chiyaan back with bang wat a stylish making,Positive
tears thalaivaaaa un kavalan en adhil enaku enrume perumai petaaa thalaivar paraak,Negative
na kuda mokkaya irukumnu nenachan but nalla dhaan iruku   but theatreku ponuma nu yosanayave iruku,Positive
super star is always a super star indha mathiri padangala dan paaka aasai padrom,Positive
movie semmya eruka poguthui am thalapahy fan but i like thala ajith,Positive
 yov military nee engaya inga  ,Positive
thala yoda kusu va kudinga daaavan vaithayalaya nakkunga daa chunni chappigala,Negative
thala marana mass you music mass,Positive
viewers of  give a like here,unknown_state
opening alam nalla than irukku finishing sarillaye pa,Mixed_feelings
maranam mass maranam athuku avan taa poranthu varanum,unknown_state
padatha takkunu release panni udunga pa wait panna mudila,Negative
romba naal ku aprum oru nalla movie panraru thala,Positive
bigil padathuku sangu utha verila irukanda kaithi,Mixed_feelings
i am telugu vijaysethupathi anna movie pakka blockbuster,Positive
trailer pudichirukko illayo siva kitta irunthu thala thappichathe pothum nu ninaikuravanga hit like here,Mixed_feelings
ellam ok intha mugamoodi mathiri irukathunu ninaikiren,Positive
unkitta irukura padippu  yaarum thiruda mudiyaadhu  purinjavan pistha,Positive
marana waiting,Positive
thalaiva oru  varusam munadi patha mari iruka,Positive
bgm konjam rich ah irukku set agutha,unknown_state
this is remaked version of pink,Positive
 ipoyachum thirundhunga da thalathalapathy fans,Positive
thala nalae mass tanithu massoo massuuu,Positive
no k dai sarkar kek inche da i am disappointed,Negative
kola gaandla iruka kollama vida maata rajinism,Positive
our target is k likes for today,Positive
thala wil make us proud by nerkondapaarvai movie,Positive
its a hindi pink movie remake,Positive
evergreen superstar thalaivar mass intha vayathilummake up irunthalum set aka vendumallavathalaivar unmayilaiye marana mass,Positive
ajeeth vijay mass super star marana mass ,Mixed_feelings
thala naa mass thala mattum dhaan mass yeh,Positive
are you virgin ngrathu mass dialogue ahmennada unga akkaporukku alave illa,Mixed_feelings
one day to reach our super star attam,unknown_state
watha verithanam karthi  bigil kuppai enna aaga pogutho,Negative
 million dollar cgi  but still sucks,Positive
deiennada graphics idhusakthiman maari pesran akshay kumar,Mixed_feelings
last dialog sema mass vera level nu soldravanga mattum oru like podunga,Positive
serappu na tharamana sampavatha innimelathana pakkapora,Positive
vj naalu nalla movie kku naduvula oru commercial mokka padam pannuvaaruathu than idhu,Mixed_feelings
sam cs ah music uhsemaya potrukappla,Positive
thala verithanam yuvan music pakka masspadam blockbuster da,Mixed_feelings
bigil  ivanum equalava maintain pannrana,Positive
neraya neraya neraya like varanum  thala rasiganda,Positive
dislike pottavanga ellam semma gandu la irukanga pola   avanga hero ellam intha mathiri padam thara mudiyalaye nu,Positive
intha trailer dislike pannavanga poi  chutti tv paarungada,Negative
bigil movie ku tough kudukka kaithi moviyaala kandippa mudium karthi,Mixed_feelings
sweet super star rajinikanth  masssssssssthalavar masssssssss,Mixed_feelings
wow vikram  editor praveen just awesome,Positive
intha trailer ku poi dislike podringale sila peer neenga video va pakkamathane pottinga ,Positive
chutti tv paatha maathire iruku,Positive
naan thalapathi rasigan but super thala,Positive
neraiya neraiya neraiya thala mass emotional,Positive
yarla enthiran trailer ra pathutu  vanthingaloo avankalaam like podunga,Negative
k likes but just  unlikes only fr chiyaan,Positive
kevalama irukkukaan kelatu rajini vijay is always mass da venniakalaaa,Mixed_feelings
oruthar mela neenga viswasam kaata ye innoruthara asinga paduthuringapurunchuruchu thala thala nerkondapaarvai marana waiting,Positive
views k ku kattuthu like  k ku kattuthu,Mixed_feelings
 times ku mela paathavanga mattum,Negative
trailer ye sweet sapta feel ahtan irukku,Positive
love love love love love love you chiyaan vikram the best actor for a reason,Positive
super adipoli ayam big fan thala super,Positive
appidellam nakkadhu nadakkavum koodadhu his look  mass thala,Positive
semma semma semma its like hollywood  movie,Positive
vera level dialogues thala vera level,Positive
looks like it is a trend setting film from rajini,Positive
paaaaahhhhhh this is not not a remake thala nail it,Positive
ajith sir in veru patta nadipuvera leval,Positive
druvanachathiram release aayo  arkenkilum ariyumoo,Positive
trailer ah paatha angaali pangaali elam oru like podunga,Mixed_feelings
but still vfx not upto mark,Mixed_feelings
petta     rocking  k likes  agree,Mixed_feelings
ajith sir ha  konjam nattkal kalluchi parthale annantha kanneer varudhu,Positive
hi thalaiva meeting you in semma movie,Positive
thalapathy fans thatraa like ah,Positive
ada pavi petta trailer review kuda trending la irukhu ana trailer i will a  idhu you tube oda sadi,Mixed_feelings
well said padipa matum namata irunthu eduthuka mudiyathu,Positive
 vayasulayaaralayum ipdi oru style  mass ah kaata mudiyathuonly one super star will create this magic   ,Positive
sir telugu lo kuda dubbing cheyande,unknown_state
thalaivar sema vera leval thalaiva,Positive
sollamma solluven kollama kolluven oorukullen yenpearu kanthaswamy      ,Positive
why do not you make movie relies in hindi,Positive
 sethu anna masssss hit likes,Positive
indha mari ponungluku laan indha mari dhan nadakum  apadi laan nadakadhu  nadaka kudadhu,Mixed_feelings
marana mass thalaiva  love you,Positive
intha maari pakathula nadikarratha vittuttu kaala kabali nu thalaiva waste pannitingale,Mixed_feelings
love you thalaiva,Positive
yuvan bgmleh  thalaiya pakka mothe innu vera level ke pothu paa thalapathy fan,Positive
haters kila avlo peru irukkanga eppudra mela vanthe vjsathe kila irukkrava kitte keluda  masss reply,unknown_state
chiyaan vera level maassssss like a hollywood actor,Positive
wotha ena visuals  apo  inum veri aa irukum,Mixed_feelings
ommaley enna massu ya intha manusan intha vayasula petta paraak vintage thalaivar is back,Positive
ellam avan seyal padam remake madhiri theriyudhu,Negative
i am not a rajini fan but this is omg  pettaparaaaakkk,Positive
 padam vetri pera vallthukal by thala fan,Mixed_feelings
thalaivar semma mass da vera evan da,Positive
ppaaa yenna style thalaivar yeppavum mass intha time marana mass ks bro tq,Mixed_feelings
mask podathala kandu pidika mudiyala,Negative
viswasam trailer pathutu vanthavanga like podunga,unknown_state
ommala verha level last dialogue,Negative
omg vikram sir look so hot,Positive
commercial kuppai igil ku thriller story kaithi eh paakalam,Negative
thala vera level performance i love thalaaaaaaaaaaa,Positive
petta parakkkkk  its going to be thalaivar mass ,Positive
semma trailer  yavanukkavadu pondati kolandha kutti sentiment gintiment irundha appadiye oodi poyidu  message to someone     ,Positive
thala look sema mass vera level,Positive
 mission impossible scene suttutingale da,Negative
super star vazhgga  by a die hard kamal fan  fdfs fans hit like,Positive
me vijay fan but trailer vera leval,Positive
naa thalapathy fanbut thala maadhiri yaarukkum nalla manusu varaadhu,Positive
enakum dhanush pudikum views kammi but likes adhigam how is it possible   ,Positive
love you dhanush anna semma masssss,Positive
un mansuku unna yarum asaikka mudiyathu thala,Positive
super adithu ketpathai vida padithu ketpathe siranthathu,Positive
 dialoguevera leveladha vera endha actor um nenachu kuda paaka mudiyadhujust thalaivar things  ,Positive
k likes in  minutes,Positive
vera level music vera level getup,Positive
naamaku thevayanatha namma than adichi yaduthukanum,Positive
pacha kuthirukarla rajni atha paathu bayanthu poranga la athu faster rock film copy,Mixed_feelings
yammadiyovv siripana sambavam pakka porom,Positive
super thalaivaaaa your styles appadiye irukku,Positive
vikram attitude  bgm match made in heaven  love from karmataka,Positive
nkp trailer parthuttu pink trailer parthavanga like pannunga,Positive
senior hero movieku venumbut title la sk name dhan first varumam  thalapathy ku mattum dhaan andha manasu varum jilla,Positive
padam part  vandha nalla irukume,Positive
mass da  nama thalaa,Positive
bigil ku yevlo wait panramo athe alavuku kaithiku waiting,Positive
semmaaaa massss mesmerisssinnnnggggg thala nailed it,Positive
k unlikes  aanda parambarai parithabangal hehe,Negative
nan  views ah cross pannitenanyone else like me,Positive
dai sarkar la  million views vanthuruchuinga milliyan than,Positive
thalaiva lastea oru step potinga paarunga anga nikkiringa,Mixed_feelings
last dialogue for all actors fans,Positive
hit oh flip oh siva annan kaga film papom,Positive
pandey thayoli yaar munnala voice raice pandra sanga aruthuruvom thala mattum thaan pesuvaaru,Negative
semma thalaiva ellarum pls marakkama trailer ah like panni link share pannunga,Positive
thala solla vaarthaiye illa vera level,Positive
oruthar kita unmaiyaa irukka inoruthara uthasana paduthiringaa semaa dialogue,Mixed_feelings
dai intha pandya ennada pannitruka athuvum thalaiku equals,Positive
petta a new favourite rajini film after sivaji,Positive
anyone here even in  july,Negative
from murattu kalai to kaliiiparakkkkkkveritanam overloaded,Negative
ithukku peru nerkonda paarvaiya dei dei kollatheengada pink copy nu vaingada crt ah irukkum    ,Positive
 k  likes reached aairuku,Positive
thalaiva parak petta parak pongal parak superstar parak rajinism parak,Positive
antha kadaisii waarttha ungaloda vishwasattha kaatta matthavangala ean asinga padutthringa,Positive
do not kill so many times just  fasak,unknown_state
yow yuvan therikka vittaru ba ,Mixed_feelings
ipoo dhan da thalathala maari irukaaru,Positive
pongaluku petta than petta matum than,Positive
congrats vetri maaran  dhanush,Positive
bgm marana maassssss nammakitta kaadu iruntha eaduthukkuvanunga  padippu iruntha,Positive
pink padam trailer kooda parkama nkp ku marana waiting pannavanga comment pannunga thala bloods,Positive
katthi theme potu vachii irukka   ,Negative
padam parthathukku aprom trailer parkuravanga oru like podunga,Positive
why virkam movies not releasing in hindi,Positive
ellam ok vera lvl dhaanakshay kumar voice dhaan pacartoon type villain voiceotherwisetrailer is international,Mixed_feelings
avulo scene lam illa romba paravalaya iruku,Positive
dislike potavan lam ready ya irunga next nadakum pothu,Positive
enna da over buildup ah iruku,Negative
andha loose abhirami irruka paaka vandhavanga like podunga,Mixed_feelings
therikka vidrom  verithanam thalaivaaa    vfx vera vera level,Negative
never evergiveup indha yaaru bike la irrukkoo oru like poodunga,Positive
super  sema bgm by anirudh,Positive
 thalaiva un adika alle illa gethu,Positive
idhu tha sirapuana tharamana sambavam,Positive
ippa vangada bahubali boysthalaivan sankar kalathula erangittanda,Positive
vada chennai la irrunthu etho oru village poi irrukku kathai kalam,Mixed_feelings
waiting m views and k likes,Positive
hit like if you are waiting for kaappaan,Positive
pls do not come to politics  petta best entertainer,Mixed_feelings
k left for m likes,Positive
 times ku mela pathavanga like ah podunga,Positive
ye to mere ko pink se bhi better lag rhi h better dialogue masala,Positive
any die hrt vikram fans hit like,Negative
nadiyoke shakthi illa ivnella hero ankond tirgtira nimge taste illa illandre kannu illa,Negative
vaasu yaar adhu aiyo namma mind shruthi hassan pakkam podhe,Positive
 thala ooda looka copy adichutan  daa,Positive
thala court scene marana mass dialogue delivery super duper hit,Positive
st day show yarallam book panniga,unknown_state
this pongal is not only pongal it is marana mass pongal,Positive
thaliva nee veralevel becoz eppadi neriya neriya neriya natha dialogue veralevel,Positive
    rajni style   youth rajni       ,Positive
makkal selvan kaaga like pottavangalaam like pannunga  ,Positive
nallaarukkuppaa   olli meesa  like  meesa with thaadi  comment,Negative
indha maadhiri niraya padangal edhir paakurom,Mixed_feelings
true thala fans like here,Positive
trailer  time melle patha angali pangaligala like podunge,Positive
 vayasula mass kaatraru  simbu baadu paathu kathuko da,Positive
rajni vijay sethupathi nawaz  petta,Positive
neriya neriya neriya  paa vera level,Positive
last lines for some bad fans,Positive
petta still not get one million likes but viswasam go ahead of one million likes,Mixed_feelings
iam thalapathy fan padam nalla irukum thonuthu,Positive
super vikram sir surya annaaaaaaa fans like here,Positive
love you my fav hero thalada ,Positive
maranaaaaa mmmmmaaaaaaaassssss thalewa i love you,Positive
super  is like  hollywood movie,Positive
kadavulay epadiyadhu indha padam hit agiranum,Positive
mere channel ki videos dekho plz,Negative
epdi naraya naraya narayanarayanarayanarayathis is ajith kumar roar,Positive
like here thala veriyans only,Positive
love rajini but trailer innum konjam strong ah irkanum,Mixed_feelings
silirkavachutinga thalaiva  vera level thalaiva great job sankar sir ,Positive
thala pola varuma  thala eppavume mass vera level,Positive
ellam avan seyal  movie mari erukumoo,Positive
dub it in telugu too ,Positive
innoru mokka masala paadama  yenda  sethupathi mathiri oru padam edupan partha rekka mathiri edukuranuga,Mixed_feelings
